lagoslakeid,LakeID
114488,L12751
114924,L12752
114926,L12753
115132,L12754
115574,L12755
115872,L12756
116151,L12757
116154,L12758
116191,L12759
116194,L12760
116195,L12761
116234,L12762
116445,L12763
116911,L12764
116913,L12765
116950,L12766
117148,L12767
117170,L12768
117225,L12769
117329,L12770
117413,L12771
117417,L12772
117429,L12773
117696,L12774
118080,L12775
118166,L12776
118204,L12777
118205,L12778
118258,L12779
118296,L12780
118525,L12781
118706,L12782
118765,L12783
118786,L12784
119044,L12785
119153,L12786
119315,L12787
119361,L12788
119574,L12789
119767,L12790
120252,L12791
120319,L12792
120325,L12793
120342,L12794
120352,L12795
120368,L12796
120456,L12797
120560,L12798
120636,L12799
120824,L12800
121398,L12801
121468,L12802
121583,L12803
121869,L12804
122207,L12805
122242,L12806
122351,L12807
122446,L12808
122514,L12809
122517,L12810
122534,L12811
122875,L12812
122952,L12813
123470,L12814
123501,L12815
123518,L12816
123519,L12817
123615,L12818
123621,L12819
123773,L12820
123804,L12821
124012,L12822
124017,L12823
124029,L12824
124451,L12825
124512,L12826
124520,L12827
124548,L12828
124564,L12829
124607,L12830
125082,L12831
125087,L12832
125401,L12833
125887,L12834
125901,L12835
126658,L12836
126778,L12837
126841,L12838
126926,L12839
127375,L12840
127573,L12841
127616,L12842
127640,L12843
127708,L12844
128323,L12845
128408,L12846
128425,L12847
128478,L12848
128798,L12849
128893,L12850
128986,L12851
130003,L12852
130353,L12853
130488,L12854
130544,L12855
130716,L12856
131019,L12857
131078,L12858
131580,L12859
131637,L12860
131657,L12861
131768,L12862
131777,L12863
131790,L12864
131847,L12865
132003,L12866
132081,L12867
132776,L12868
133041,L12869
133046,L12870
133716,L12871
133931,L12872
134097,L12873
134198,L12874
134394,L12875
134664,L12876
134714,L12877
134864,L12878
134885,L12879
134979,L12880
135005,L12881
135134,L12882
135681,L12883
135718,L12884
135766,L12885
136008,L12886
136194,L12887
136231,L12888
136253,L12889
136271,L12890
136629,L12891
136699,L12892
136847,L12893
137126,L12894
137277,L12895
137752,L12896
137756,L12897
137783,L12898
138062,L12899
138137,L12900
138250,L12901
138988,L12902
139057,L12903
139153,L12904
139178,L12905
139249,L12906
139339,L12907
139759,L12908
139768,L12909
140000,L12910
140013,L12911
140238,L12912
140411,L12913
140866,L12914
